,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
23,3054.970814561883,14.446297624344684,1.3280420115623404,1.9585227906853984,82.03921960491246,0.40535266316086194,25.889328205020842,28.654527304975083,0.9153862495374507,-0.10394466044144857,-0.07599258171817008,-0.0021826087051867032,0.21526549301144615,2.500689120513257,0.13361905493105386,0.05419719359304674,0.5493496703630835,0.08351432037372149,0.16271076063930584,0.830344446394151,26.210744253798236,0.21993667555600357,34.63459204282969,4.108489796347623,17.400226344947427,0.6868696245072097,2.0601243943133274,0.17185470517500134,0.32212502504401624,3.8783025481396884,1
43,3102.445299452165,10.349972940198091,1.278773456987018,1.9572566092522805,79.49368519296381,2.0027931212151686,20.775664477450434,2.139531862530937,1.2167806099988505,0.06393641305621124,-0.061676862242785346,-0.008920899846000318,0.08735080849547729,4.01222804184694,0.0870745521011669,0.07093695744202762,0.07037138721902216,0.07965384589686866,0.34457453451316467,5.870995436110899,1.1963419413859837,0.019762302402664023,23.034682393456503,4.299190043295734,7.711902749020764,0.6739356997265502,4.1757000446371775,0.4375792764628051,0.4421724199561161,4.045167472555248,1
49,2907.2465360484384,14.489944613346703,1.333990973948291,2.0237981066154633,18.2710981423654,-12.751313574122268,44.12959634352262,84.14617604491241,1.2344339129139943,-0.10662471895078442,-0.03113754801639362,-0.011371928083555667,0.12119016383375432,2.5573353468012567,0.10129736182899066,0.06901137208875027,0.0016778795492814304,0.06416455062404149,0.16970771709703442,0.8637121133920693,2.023847600172998,0.016315584006861724,38.45753078053484,4.730974211130532,1.2857125589412648,0.9340954610945661,1.9370006312227244,0.3752808902251939,0.2320132485166791,4.066696508060449,1
75,2960.4126024792595,9.658336165167684,0.33921033690800617,1.3201797751982312,80.4338082708464,0.39593183089241846,19.843648539664592,-17.29497498636229,1.1643247852161445,0.03326789238792202,-0.034878219026707104,-0.0030994101167548544,0.1037370125990236,21.975158256751666,0.12908232054089525,0.059175907761159996,0.07042841649245556,0.09754064143418131,0.37136408832189793,1.2678528702362188,2.3024282501831954,0.21948983138799621,38.97989848946559,2.7763319582581465,18.524708848078863,0.4451722440730176,5.1877386700676,0.6227702126293518,0.47401870968502524,4.029622237275835,1
82,2931.4202306396714,9.558410024688655,1.2654573217757936,1.9573517764376616,79.60956427725588,1.258978902277931,19.63595371818512,8.556727564664442,0.7970250003895782,0.07081527387363493,0.02060473208696353,-0.013319583094746935,0.11978047013690624,19.501906085688923,0.1844754235962798,0.15129362653967368,0.0703121324996875,0.11214581176405196,0.27825713286986586,1.3238349543248171,1.2782362962670808,0.219280202209949,40.08655351274082,3.1458765395665385,1.289888611194049,0.8300982976522694,3.2049613588316945,0.40034965354087054,1.2724224338291936,130.4888304544725,1
92,3050.1206885790307,9.875245876952313,-0.01880994706796496,1.3453779205211753,14.093687233020294,3.4673603387824374,17.925309534826205,-8.19736910215925,0.8390266061286739,-0.10689460581941847,-0.016419851010175505,-0.004771416591967538,0.10540817862151115,3.5238297879434954,0.11715433767398103,0.09248081870523525,0.0015008909539950906,0.03524624342418796,0.362706971544119,0.7321152181727464,2.9462578964143997,0.010099989085664087,17.789953625684458,2.89233042097762,17.575851104319646,0.3914133664885582,1.5363354471323203,0.2753282495270764,0.22384425577411102,3.703631795818952,1
132,2851.117046758315,13.816300160008765,1.331477550305222,1.9589373317305812,81.2220039705977,-4.125661841100843,23.418628355888025,39.12556024321029,0.7716051780717861,0.03272180943848014,-0.07762731700924504,-0.002943508948962901,0.20123027432793594,19.559397563927796,0.057683874527921015,0.09784042305387261,0.002001558891985032,0.03249621361682925,1.9303880041716124,1.023759709252265,1.1958641308183018,0.2207544782161708,21.913493080300366,3.8198720531570194,1.9155791580466666,0.5884193263119724,1.3211574222765672,0.4344903824353359,0.2907259568213807,3.7564962956446495,1
154,2857.628183866781,13.138026886882319,0.3617309588942328,1.3369996239555182,17.334395368628726,-5.474096067472312,22.227822566402494,-0.41197555064330516,0.902402715275032,0.031205340461874523,-0.02796885527307675,-0.004378087622565053,0.07561880696107484,4.4847887764071315,0.15015269346046495,0.08038491797765551,0.030174249023582574,0.07858413427486154,0.3691010883210336,1.2617696369039835,2.311889455969834,0.017069681302238945,74.3197347754757,4.11266908329586,0.2753303919044088,0.7284910990143262,4.134322841601453,0.2990263121992861,0.18312195717065363,4.13145935676776,1
187,3023.4822066647725,10.251596179646931,1.3416504552926976,1.9584282621757736,78.81790133910684,-9.394659809982848,25.6198845634002,20.12814095708075,0.7469270246017171,-0.10091173767769339,-0.022999031876173935,-0.0033545061133990273,0.10455531468009523,4.597518067893144,0.07250540724630677,0.06389534227764267,0.07033138414208097,0.030682549030902846,0.1360899226944258,0.8128219935691339,22.63517847290197,0.21992480336874676,50.32857196271035,2.6895339368647426,0.10292049144698812,0.9376614823850731,1.2366681099373986,0.24661417165272706,0.23932483940037388,3.9046037717592585,1
193,3066.551173408738,9.832547586191867,1.3415863673976038,1.9578865324519292,20.17988834656586,-12.643802614536552,44.66944678461758,34.07629856848595,0.9432292858497071,0.10715405857337099,-0.021337510776541033,-0.005051928844624835,0.08018800552900553,2.781321914242969,0.15183396457590906,0.07899530639046576,0.07020995107840411,0.08052586208603031,0.4021464978561615,0.8189140678478982,29.538968276623038,0.2201490382999177,65.68651084032557,4.788870706764662,17.592550968098514,0.4521029620235691,4.219382331652048,0.26856765276015837,0.22285406082015438,4.115671232858258,1
